Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02245,OCEANA CAR AND LIMO,,2018,5,May,"3,309",0,13
B01536,FIRST CLASS C/L SVC CORP,,2016,9,September,"29,219",0,196
B03283,NORWOOD CAR @ LIMO INC.,,2021,8,August,"1,050",0,6
B03231,BIG 'O' LIMO CORP,,2020,10,October,721,0,18
B01250,BELLE MANAGEMENT CORP.,GLEN BELLE CAR SERVICE,2016,11,November,256,0,13
B00856,BEE-BEE CAR SERVICE INC.,,2020,6,June,"34,250",0,167
B01742,"AVALON TRANSPORTATION, LLC",,2015,10,October,859,0,27
B00652,RESCUE C/S INC,,2017,12,December,"2,807",0,16
B00149,RAINBOW RAD DISP INC,,2019,2,February,887,0,6
B02468,GROUNDLINK HOLDINGS LLC,GROUNDLINK YOUR'E GOOD TO GO,2018,1,January,914,0,53
B01768,NEW SUPERIOR RADIO GRP CORP,,2015,12,December,"9,936",0,73
B02245,OCEANA CAR AND LIMO,,2016,3,March,"6,678",0,19
B02471,TSU GLOBAL SERVICES INC,,2018,7,July,107,0,5
B02472,NEW BUSHWICK LUXURY INC.,,2019,11,November,"4,301",0,28
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2016,4,April,"14,860",0,102
B03128,RIDE SMART CORP.,,2021,1,January,"2,386",0,11
B00021,MEXICANA HIGH CLASS INC.,CAPITAL CAR SERVICE,2015,8,August,"12,778",0,71
B02832,NYC FLY WHEELS INC.,,2021,3,March,456,0,6
B01970,GRAFE STREET SERVICE CORP.,,2020,7,July,78,0,4
B02687,ECO RIDE INC.,ELECTRIC BLUE CAR SERVICE,2017,3,March,"1,505",0,9
B01629,BBA MANAGEMENT INC.,UNITED CAR & LIMO SERVICE,2021,9,September,588,0,3
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2018,1,January,"27,471",0,209
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2020,2,February,"4,730",0,156
B02191,US LIMO SYSTEM INC,,2015,12,December,"1,013",0,29
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2020,2,February,"1,054",0,44
B02759,"LAPUMA TRANSPORTATION GROUP,LLC",LAPUMA,2016,3,March,618,0,22
B01808,OLD TOWN CARS CORP,DELTA CARS,2017,9,September,"2,871",0,7
B01124,COOPERATIVA CLBNA DE CON INC,,2021,4,April,"1,593",0,16
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2021,9,September,109,0,7
B03147,H H CAR SERVICE INC,,2019,9,September,491,0,17
B02809,NBT TRANSPORTATION INC,,2017,11,November,"2,329",0,26
B02355,BWJ GROUP INC,,2018,4,April,550,0,3
B02653,NEW COLLEGE CAR SVCE INC,,2021,6,June,"4,035",0,28
B00381,BELL RADIO INC,,2020,5,May,411,0,11
B02729,LOW TOUCH LUXURY INC.,,2020,6,June,104,0,7
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2015,10,October,51,0,8
B03236,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2020,4,April,131,0,3
B00310,WATSON CAR SERVICE INC.,,2020,10,October,"21,466",0,125
B00860,SEAMAN RADIO DISPATCHERS INC,,2015,11,November,"54,140",0,257
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2018,4,April,132,0,6
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,ANGEL CAR SERVICE,2015,5,May,"2,996",0,20
B00860,SEAMAN RADIO DISPATCHERS INC,,2017,2,February,"34,786",0,189
B00821,ATLANTIC CAR SVCE,,2021,6,June,"13,483",0,77
B00171,CURB TRANSPORTATION SERVICES LLC.,,2018,2,February,972,0,12
B00882,U N C CAR & LIMO SERVICE,,2017,12,December,187,0,8
B01233,NEW LACONIA RAD DISP INC,,2021,2,February,"4,764",0,29
b00802,BELL CAR SVC INC,,2016,1,January,"12,419",0,64
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,NYMEX CAR SERVICE,2019,9,September,"2,783",0,27
B01311,DISCOUNT CAR SVCE,,2021,6,June,304,0,4
B02825,GUADALUPANA II CAR & LIMO INC,,2019,1,January,"4,122",0,23
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2020,9,September,"1,253",0,25
B02967,ABIEL TRANSPORTATION CORP,,2020,1,January,17,0,1
B01244,MASADA II C/L SVC INC,,2017,5,May,"1,369",0,7
B02207,"EASTERN LUXURY, INC.",,2021,6,June,5,0,5
B01800,EMPIRE INTERNATIONAL LTD.,,2016,1,January,"9,721",0,307
B01745,AZUAY CORPORATION,CARIBE CAR SERVICE,2018,11,November,"1,401",0,8
B02725,KIRIN TRANSPORTATION INC,,2017,11,November,625,0,20
B02315,LA MORENITA CAR LIMO SERVICE INC,,2021,8,August,651,0,6
B01979,DREAMLAND CAR & LIMO.SVC INC.,,2017,5,May,"4,862",0,23
B02599,CMS LIMO INC.,,2019,7,July,343,0,11
B02803,OUTSIDE'S CAR SERVICE INC.,,2018,7,July,"7,568",0,44
B02897,FC LIMOUSINE INC,,2016,6,June,537,0,24
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2018,1,January,520,0,7
B01145,ULTRA RADIO DISP INC,,2021,3,March,"37,046",0,189
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2019,3,March,622,0,11
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2021,9,September,"1,238",0,42
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2021,4,April,"23,781",0,140
B00014,NY ONE CORP CAR INC,,2020,11,November,778,0,121
B02967,ABIEL TRANSPORTATION CORP,,2018,12,December,727,0,13
B00827,"CASTLE CAR SERVICE, INC",,2021,6,June,596,0,2
B00448,DIAL CAR INC.,,2019,9,September,"5,634",0,138
B02819,FIVE STAR LUXURY INC.,,2021,5,May,454,0,16
B00296,PRIME TIME TRANS. INC,,2018,11,November,922,0,32
B02760,VISMAR RADIO DISPATCH INC.,,2020,11,November,23,0,3
B01311,DISCOUNT CAR SVCE,,2021,3,March,342,0,4
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2017,10,October,"2,513",0,14
B01145,ULTRA RADIO DISP INC,,2016,3,March,"36,856",0,161
B01963,AFRO CAR SERVICE CORP,,2018,6,June,936,0,9
B01389,METRO LUXURY INC,,2020,12,December,802,0,6
B01721,W.K. CAR & LIMO SERVICE INC,,2020,3,March,771,0,16
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2020,8,August,"1,338",0,15
B00202,"EXCELSIOR CAR & LIMO, INC.",,2016,6,June,"1,455",0,20
B01745,AZUAY CORPORATION,CARIBE CAR SERVICE,2020,1,January,"1,275",0,8
B02331,"CHICO EXPRESS LIMO, INC.",,2018,11,November,"2,696",0,10
B03292,PIBE TRANSPORTATION INC.,,2021,5,May,135,0,4
B01391,ROSE 'N' DALE C/S INC,,2019,2,February,"1,515",0,10
B02731,EMES OF BOROPARK CAR SERVICE INC,,2019,8,August,339,0,3
B02826,NEW BELL LUXURY CORP,,2020,12,December,"5,648",0,32
B00387,FORTUNE LIMOUSINES INC,,2018,3,March,330,0,9
B03040,ZYT EXPRESS CORP.,,2017,6,June,662,0,10
b01013,AMERICANA TRANSPORTATION LLC,,2016,5,May,"1,668",0,8
B01081,GEORGE TOWN MANAGEMENT INC,,2019,3,March,893,0,8
B02956,W.K.EXPRESS LIMO SERVICE INC,,2019,10,October,1,0,1
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2021,6,June,"1,224",0,9
B01280,BENSONHURST RIDE INC.,,2020,6,June,669,0,4
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2018,6,June,"2,932",0,20
B00811,LLAMA LIMO C/S CORP,METROGREEN CAR SERVICE,2017,8,August,"1,885",0,31
B01066,DOMINICANA RAD DISP INC,,2016,9,September,"18,421",0,106
B03050,"TORINKO NY, LLC",,2021,3,March,18,0,4
B02751,RELIANCE GROUP INC,,2021,6,June,39,0,2
B02462,TIFFANY'S CAR SERVICE INC.,,2016,6,June,"1,599",0,15
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2016,5,May,"3,001",0,18
B01315,"V.I.T. CAR SERVICE, INC.",,2017,4,April,"30,630",0,124
B01300,KENNEDY RAD DISP INC,,2017,2,February,"12,258",0,104
B01466,FIVE STAR,,2021,9,September,273,0,6
B01479,PRATT CAR SERVICE INC,,2018,3,March,803,0,5
B02657,MALCOLM LIMO EXPRESS CORP.,,2017,11,November,"1,112",0,46
B01273,PUERTO RICO CAR SERVICE INC.,,2018,11,November,"2,370",0,8
B00837,CAREY LIMO N Y INC,,2018,8,August,"16,568",0,193
B03055,EXPLORER EXPRESS INC,,2017,9,September,"3,294",0,19
B00448,DIAL CAR INC.,,2016,2,February,255,0,53
B03024,URBAN CAR SERVICES LLC,WALL STREET LIMOUSINE,2018,10,October,343,0,4
B01614,R TRANSPORT INC,,2018,7,July,611,0,4
B00652,RESCUE C/S INC,,2019,4,April,"2,295",0,15
B00255,CAUTIOUS CARS CORP,,2021,5,May,22,0,3
B02947,"ONIX TRANSPORTATION, INC",,2018,11,November,"12,133",0,64
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2021,7,July,"4,267",0,25
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2021,8,August,"1,613",0,8
B02331,"CHICO EXPRESS LIMO, INC.",,2020,3,March,"2,337",0,17
B01233,NEW LACONIA RAD DISP INC,,2021,7,July,"6,640",0,32
B02809,NBT TRANSPORTATION INC,,2019,3,March,69,0,7
B02784,SMILE TRANSPORTATION GROUP INC,,2016,6,June,"5,336",0,19
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2015,7,July,11,0,7
B01340,UNICAR COMPANY INC,,2021,4,April,"7,320",0,38
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2018,7,July,"4,206",0,20
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2020,8,August,"1,256",0,23
B01326,DEBORAH C/L SVC INC,,2019,10,October,244,0,26
B02803,OUTSIDE'S CAR SERVICE INC.,,2021,8,August,"5,819",0,23
B02898,SANO CAR LLC,,2016,5,May,"2,065",0,15
B01710,"79 MASADA III, INC.",MASADA III,2019,2,February,"8,252",0,42
B00856,BEE-BEE CAR SERVICE INC.,,2016,9,September,"19,771",0,95
B02505,TRELAWNY CAR SERVICE INC,,2018,5,May,"2,789",0,16
B03024,URBAN CAR SERVICES LLC,WALL STREET LIMOUSINE,2019,4,April,157,0,6
B01282,NEW LOTS C/S INC,,2018,10,October,"12,574",0,49
B02823,AAA FAMILY LIMOUSINE SERVICE INC,,2017,6,June,21,0,4
B00210,"HOWARD CAR SERVICE,INC.",,2021,6,June,127,0,10
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2020,11,November,946,0,21
B02285,"VALERA GLOBAL, INC.",,2020,3,March,"1,600",0,57
B03033,FLEX EXPRESS CORP.,,2019,10,October,"3,344",0,24
B02173,ADMIRE LLP LLC,,2019,12,December,70,0,4
B01821,EMPIRE TRANSPORTATION SERVICE INC.,,2021,2,February,643,0,7
B02096,"CET GROUP, INC",,2016,2,February,686,0,37
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2018,11,November,"1,266",0,12
B01124,COOPERATIVA CLBNA DE CON INC,,2018,9,September,"3,574",0,37
B02921,"GRAVITAS PRIMO,LLC",,2017,2,February,2,0,2
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2020,3,March,"2,846",0,148
B02917,C & A BLACK CAR CORP.,,2018,2,February,145,0,20
B03321,"CRESCENT LUXURY CLS, INC.",,2021,7,July,281,0,15
B03022,BLACK CAR EXPRESS.COM CORP,,2018,12,December,309,0,6
B03015,TRI-COUNTY BLACK CARS INC,,2018,3,March,"4,354",0,17
B00477,INTA-BORO ACRES INC,,2019,8,August,"6,149",0,113
B02811,M.L TRIPS CORP.,,2020,10,October,368,0,17
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2015,10,October,"6,914",0,68
B00290,ZPI CORPORATION,NATIONAL HIGH CLASS,2021,4,April,85,0,2
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2015,3,March,"3,896",0,826
B00597,WAKEFIELD LSG MAINT CORP,,2019,1,January,621,0,10
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2018,2,February,92,0,7
B00310,WATSON CAR SERVICE INC.,,2019,12,December,"31,246",0,163
B02389,"EMBARQUE N.Y., INC.",,2015,11,November,"1,041",0,13
B01309,ACME LIMOUSINE LLC,ARROW TRANSPORTATION,2021,4,April,14,0,1
B00937,RIVERSIDE RADIO DISPATCHER,,2015,12,December,"63,277",0,321
B02912,FIRST CLASS LUXURY INC,,2017,10,October,"1,579",0,10
B02096,"CET GROUP, INC",,2021,4,April,209,0,35
B03038,"SOUTH BRONX TRANSPORTATION,INC.",,2019,11,November,102,0,4
B01124,COOPERATIVA CLBNA DE CON INC,,2019,11,November,"2,272",0,23
B02725,KIRIN TRANSPORTATION INC,,2016,8,August,"1,936",0,27
B01386,FENIX PREMIUM CORP.,,2018,2,February,"4,455",0,21
B01452,AREAS TRANSP INC,,2018,1,January,"3,581",0,13
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2016,10,October,"2,979",0,20
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2020,8,August,4,0,3
B03269,"KID CAR NY,LLC",,2021,9,September,431,0,15
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2019,1,January,380,0,3
B01779,APEX CAR & LIMO SVCE INC,,2015,8,August,865,0,25
B01625,GLOBE CAR SERVICE INC,,2015,9,September,"2,888",0,10
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2019,11,November,"1,013",0,4
B03062,BQN VOUCHER INC,,2020,2,February,"1,448",0,10
B02463,MORENITA EXPRESS CAR SERVICE INC.,,2018,1,January,"1,035",0,7
B00387,FORTUNE LIMOUSINES INC,,2020,2,February,257,0,9
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2017,10,October,"1,426",0,46
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2020,4,April,244,0,6
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2021,1,January,430,0,6
B01928,DISCOVER LIMO INC,INFINITY LIMO,2018,11,November,44,0,9
B03283,NORWOOD CAR @ LIMO INC.,,2021,6,June,902,0,5
B00882,U N C CAR & LIMO SERVICE,,2015,6,June,729,0,25
B03093,HAMPTON'S TRANSPORTATION SERVICE INC.,,2018,6,June,21,0,7
B00053,CHARGE AND RIDE INC,,2015,10,October,"1,439",0,87
B02594,FENIX MOBILE DISPATCHERS LTD,,2015,11,November,439,0,7
B01340,UNICAR COMPANY INC,,2017,8,August,"13,457",0,78
B00559,7 OCEAN EXPRESS INC.,,2021,5,May,27,0,8
B03072,CONVENIENCE RIDE TRANSPORTATION SERVICES INC.,,2018,7,July,154,0,6
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2020,9,September,344,0,5
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2016,5,May,"5,170",0,99
B01190,NEW BELL CAR SERVICE CORP,,2018,5,May,"4,746",0,24
B02551,CHIEF LIMO INC.,,2017,9,September,6,0,3
B01989,"ICS-NY, INC.",,2017,3,March,404,0,18
b02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2015,4,April,"10,516",0,29
B02760,VISMAR RADIO DISPATCH INC.,,2016,4,April,6,0,2
b01244,MASADA II C/L SVC INC,,2016,6,June,"2,283",0,7
B02180,PEGASUS TRANSPORT SERVICE INC.,,2020,6,June,1,0,1
B02833,ADVANCED LUXURY LIMO SVC. INC.,,2021,3,March,31,0,2
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2018,7,July,"2,254",0,17
B02653,NEW COLLEGE CAR SVCE INC,,2019,4,April,"7,843",0,44
B02248,HYBRID LIMO EXPRESS INC.,,2017,11,November,"1,603",0,7
B02913,DAT TRANSPORTATION INC.,,2017,4,April,212,0,11
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2019,12,December,"1,204",0,12
B01527,NEW FAMILY RAD DISP INC,,2021,9,September,535,0,8
B00014,NY ONE CORP CAR INC,,2016,11,November,"7,295",0,169
B01466,FIVE STAR,,2020,7,July,"2,411",0,11
B01309,ACME LIMOUSINE LLC,ARROW TRANSPORTATION,2019,11,November,277,0,15
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2018,5,May,172,0,6
B01118,INTERNATIONAL CAR SERVICE INC.,,2019,5,May,"2,721",0,24
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2021,2,February,22,0,5
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2017,5,May,"6,286",0,42
B02770,"CAVALIER CAR & LIMOUSINE, INC.",,2015,8,August,194,0,11
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2015,12,December,"4,833",0,19
B02694,CITY LIMOUSINE TRANSPORTATION INC.,,2016,4,April,198,0,18
B02629,CARLUX LIMO INC.,,2019,9,September,303,0,19
B01445,J T TRANS CO INC,,2019,9,September,"7,683",0,78
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,2015,12,December,38,0,3
B02838,THA MAYA CAR SERVICE INC,,2016,7,July,488,0,12
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2021,3,March,63,0,6
B01779,APEX CAR & LIMO SVCE INC,,2019,7,July,261,0,21
B00277,ALL CITY CORP TRANS INC,,2020,6,June,"1,880",0,21
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2021,9,September,270,0,4
B00411,FONE-A-CAR INC,,2017,11,November,"1,263",0,55
B01056,UNITY CAR & LIMO INC.,,2017,5,May,"7,048",0,23
B00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2018,8,August,"5,787",0,31
B01051,B Q N C/S CORP,,2020,7,July,"9,996",0,47
B02634,VETERANS RADIO DISPATCHER CORP.,,2016,6,June,"34,857",0,448
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2019,6,June,"8,821",0,48
B02418,PLUSH SERVICES CORP,,2019,5,May,552,0,15
B03048,ATLANTIS TRANSPORTATION SERVICES INC,,2021,1,January,803,0,6
B02997,KALUMA TRANSPORTATION GROUP INC.,,2018,10,October,132,0,25
B02162,A B C SHUTTLE SERVICES CORPORATION,ABC CAR SERVICES,2021,8,August,"3,337",0,32
B02664,CORPORATE CAR LTD.,,2020,7,July,14,0,10
B02373,QUIET SERVICES INC,GOLDEN CLASS LIMO,2020,10,October,10,0,1
B01389,METRO LUXURY INC,,2020,6,June,787,0,5
B02996,FOREVER BLUE CAR SERVICE INC.,,2017,7,July,"4,870",0,28
B01057,NEW AMERICAN C/L SVC,,2021,1,January,530,0,10
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2018,2,February,"9,170",0,66
B00248,YELLOWSTONE TRANSPORTATION INC.,YES CAR SERVICE,2017,5,May,"20,681",0,96
B02026,A RIDE FOR ALL LLC,,2017,2,February,49,0,1
B03030,Q-FIRST LIMOUSINE CORP.,,2019,12,December,127,0,10
B02462,TIFFANY'S CAR SERVICE INC.,,2019,4,April,342,0,8
B01854,EUROPE LIMOUSINE SERVICE INC,,2018,1,January,"1,564",0,31
B02534,DV LUXURY TRANSPORTATION CORPORATION,,2021,4,April,"3,331",0,34
B02868,CHA CHA TRANSPORTATION CORP,,2021,2,February,582,0,4
B02782,NEW APP CAR & LIMO INC,,2018,4,April,"2,152",0,21
B03032,A & S LIMOUSINE SERVICE CORP,,2020,8,August,604,0,8
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2019,1,January,855,0,10
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2021,5,May,"1,541",0,10
B00472,FARRELL'S LEASING CO.,,2018,7,July,673,0,44
B02167,MADISON LIMOUSINE INC,,2018,3,March,90,0,8
B02942,FANNY RADIO DISPATCHER SERVICE INC.,,2017,4,April,796,0,8
B03139,MJ LUXURY INC.,,2021,6,June,322,0,2
B00628,"CONCORD LIMOUSINE 1, LLC",,2015,7,July,"17,832",0,365
B01745,AZUAY CORPORATION,CARIBE CAR SERVICE,2021,9,September,388,0,2
B02537,ALLTOWN LIMO CORP.,,2021,3,March,"2,728",0,25
B02249,"LA RAZA CAR SERVICE, INC.",,2019,3,March,"2,341",0,19
B01559,MUNKACS CAR SVC LTD,,2016,1,January,"6,674",0,22
B03052,PROGRESIVE LIMOS INC.,,2018,5,May,"2,079",0,13
B03188,JC LUXURY INC,J.C. DEBORAHLIMO,2020,2,February,"1,858",0,44
B02903,JFK LUXURY LIMOUSINE INC,,2020,5,May,119,0,3
B02967,ABIEL TRANSPORTATION CORP,,2020,5,May,11,0,2
B02590,LUXOR LIMO INC,,2019,7,July,"1,213",0,47
B03011,GOOD DAY TRANSPORTATION INC,,2018,8,August,246,0,4
B02167,MADISON LIMOUSINE INC,,2018,9,September,74,0,5
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2019,3,March,"1,039",0,6
B01710,"79 MASADA III, INC.",MASADA III,2019,11,November,"10,152",0,52
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2020,5,May,545,0,7
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2020,8,August,"10,155",0,84
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2016,8,August,"7,216",0,161
B02905,PUEBLA LUXURY CORP,,2017,10,October,"10,631",0,45
B00855,MAGNIFICENT 7'S ENTP INC,,2019,12,December,"1,854",0,7
B01273,PUERTO RICO CAR SERVICE INC.,,2017,9,September,"7,878",0,45
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2017,8,August,"10,574",0,223
B02248,HYBRID LIMO EXPRESS INC.,,2017,7,July,136,0,1
B01606,LA MEXICANA EXPRESS INC.,,2017,9,September,"28,223",0,162
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2021,5,May,"1,456",0,15
B02975,LI YANG LIMOUSINE INC,,2018,10,October,"3,808","1,158",25
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2019,6,June,"2,487",0,14
B01433,FANNY RADIO DISPATCHER SERVICE INC,,2015,11,November,"1,256",0,8
B00387,FORTUNE LIMOUSINES INC,,2020,6,June,44,0,2
B02228,SPECIAL RADIO DISP.CORP.,,2018,5,May,"1,390",0,7
B02814,BELL LX INC,,2018,3,March,"9,680",0,40
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2020,12,December,"2,754",0,16
B03206,KIDMOTO TECHNOLOGIES LLC,,2021,1,January,11,0,3
B00932,NATASHAS GRP CAR CORP,,2018,9,September,"3,688",0,26
LYFT,LYFT,LYFT,2018,4,April,"3,332,985","557,190","37,429"
B03327,DAHLIA TRANSPORTATION CORP.,,2021,7,July,209,0,4
B00991,BLUE LANE CAR SERVICE INC,,2017,6,June,421,0,27
B03076,CHARRITOS BLACK CAR INC,,2017,12,December,208,0,2
B00746,BAMADU CAR SVCE,,2017,2,February,475,0,10
B02664,CORPORATE CAR LTD.,,2015,5,May,150,0,24
B00882,U N C CAR & LIMO SERVICE,,2019,9,September,"3,352",0,33
B02994,99 CAR SERVICES INC.,,2018,10,October,138,0,3
B00449,A KINGS HWY C/S INC.,,2020,4,April,"1,239",0,10
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",,2020,7,July,376,0,17
B01963,AFRO CAR SERVICE CORP,,2018,11,November,"1,791",0,14
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2017,8,August,"8,649",0,62
B03017,SDR TRANSPORTATION CORP.,,2018,2,February,"3,636",0,33
B03048,ATLANTIS TRANSPORTATION SERVICES INC,,2017,10,October,"1,013",0,8
B01081,GEORGE TOWN MANAGEMENT INC,,2017,3,March,925,0,9
B00900,BIG Q CAR SVC. INC.,,2020,2,February,"27,559",0,111
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",,2018,2,February,"1,021",0,52
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2016,5,May,49,0,24
LYFT,LYFT,LYFT,2021,9,September,"4,237,878",0,"43,029"
B00281,"VEE CEE LIMOUSINE SERVICE, INC",NOSTRAND CAR SVCE,2017,9,September,"1,729",0,12
B03008,CROWN CAR & LIMO SERVICE INC.,,2017,6,June,88,0,6
B01559,MUNKACS CAR SVC LTD,,2016,9,September,"5,782",0,17
B03246,FASTRIDE LIMO INC.,,2020,10,October,575,0,6
B02838,THA MAYA CAR SERVICE INC,,2018,1,January,537,0,13
B01540,ROCKAWAY VIP SERVICE INC.,,2019,8,August,"4,321",0,16
B01726,SUPER CLASS RADIO DISP INC,,2018,5,May,"10,406",0,71
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2021,9,September,"2,275",0,61
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2020,4,April,"1,334",0,6
B01742,"AVALON TRANSPORTATION, LLC",,2016,8,August,579,0,24
B02715,GROUNDANYWHERE LLC,,2015,6,June,"11,853",0,224
B01721,W.K. CAR & LIMO SERVICE INC,,2018,6,June,"3,379",0,24
B01318,LOWER EAST SIDE C/S CORP,,2020,4,April,99,0,6
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2020,9,September,"4,497",0,51
B00975,"T.J.Q. CAR SERVICE, INC.",QUALITY CAR SVCE,2018,8,August,"1,454",0,15
B02016,PLANET LIMOUSINE LLC,,2015,5,May,"3,710",0,74
B02401,NORTHSIDE BK LLC,,2017,8,August,10,0,10
B02751,RELIANCE GROUP INC,,2018,1,January,31,0,6
B01711,FLUSHING LIMO TRANSP CORP,,2018,7,July,"2,516",0,13
B02096,"CET GROUP, INC",,2017,9,September,193,0,32
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2018,12,December,"4,366",0,16
B01843,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.",VINCENT LIMOUSINE,2020,8,August,221,0,15
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2018,6,June,"3,501",0,17
B01346,ARECIBO C/S INC,,2021,6,June,984,0,11
B01424,EAGLE CAR & LIMO LTD.,,2016,4,April,450,0,3
B01300,KENNEDY RAD DISP INC,,2016,7,July,"17,400",0,130
B01124,COOPERATIVA CLBNA DE CON INC,,2021,5,May,"1,233",0,16
B01273,PUERTO RICO CAR SERVICE INC.,,2020,6,June,257,0,1
B02470,VAHANA INC.,,2020,6,June,29,0,2
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2021,2,February,"2,628",0,16
B01364,NY ATLIXCO CAR SERVICE INC,,2019,12,December,"2,699",0,27
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2017,10,October,"12,507",0,134
B00208,ERNEST SCHWARZ INC,,2019,2,February,56,0,4
B01273,PUERTO RICO CAR SERVICE INC.,,2015,7,July,"1,784",0,8
B00593,BRIGHTON BEACH CAR SERVICE INC.,,2016,2,February,130,0,23
B02534,DV LUXURY TRANSPORTATION CORPORATION,,2016,11,November,"8,437",0,79
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2018,12,December,"1,008",0,6
